"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Meldedatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Strasse";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE911954951174";"Varta pulse6";"In Betrieb";"Speicher";"2,5";"2,5";"10/23/2019";"10/23/2019";"Sachsen";"04158";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"6,5";"";"";"10/23/2019";"";"";"natürliche Person (ABR942228223857)";"ABR942228223857";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL929215612825";"EEG967107401935";"";"10/23/2019";"";"";"";"";"";""
"SEE954118968908";"PVA Clanzschwitz Bergehalle Technik";"In Betrieb";"Solare Strahlungsenergie";"138,24";"132";"10/17/2019";"10/24/2019";"Sachsen";"04758";"Liebschützberg";"Zaußwitzer Straße";"1";"";"";"14730170";"51,343";"13,158";"432";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/24/2019";"";"";"VDS PVA 1 GmbH & Co.KG";"ABR934734233857";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Umspannebene Mittelspannung/Niederspannung";"SEL962819024526";"EEG931395339164";"E41081010000000000000000000289199";"10/17/2019";"";"";"";"";"";""
"SEE972534032201";"PVA-Appel";"In Betrieb";"Solare Strahlungsenergie";"6,4";"5,5";"10/24/2019";"10/24/2019";"Sachsen";"04683";"Belgershain";"";"";"";"";"14729020";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/23/2020";"";"";"natürliche Person (ABR986376484814)";"ABR986376484814";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL922627511892";"EEG951735211417";"";"10/24/2019";"";"";"";"";"";""
"SEE949260058041";"Stromspeicher";"In Betrieb";"Speicher";"2,3";"2,3";"9/27/2019";"10/24/2019";"Sachsen";"04808";"Lossatal";"";"";"";"";"14729245";"";"";"";"";"";"";"";"";"";"6,5";"";"";"10/24/2019";"";"";"natürliche Person (ABR934122290653)";"ABR934122290653";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL945632962640";"EEG923842734998";"";"9/27/2019";"";"";"";"";"";""
"SEE931014296625";"PV Anlage";"In Betrieb";"Solare Strahlungsenergie";"6,83";"6,83";"10/23/2019";"10/24/2019";"Sachsen";"04207";"Leipzig";"";"";"";"";"14713000";"";"";"21";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/4/2020";"";"";"natürliche Person (ABR954740091142)";"ABR954740091142";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL966320055604";"EEG928615233036";"E40770010000010005097789389800001";"10/23/2019";"";"";"";"";"";""
"SEE942206810079";"PV-Anlage Schulze 1";"In Betrieb";"Solare Strahlungsenergie";"6,2";"5,5";"10/24/2019";"10/24/2019";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/24/2019";"";"";"natürliche Person (ABR965913668450)";"ABR965913668450";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL999212808811";"EEG926457070420";"E41081010000000000000000000309831";"10/24/2019";"";"";"";"";"";""
"SEE990620278838";"Leipzig Hausdach";"In Betrieb";"Solare Strahlungsenergie";"220";"27,6";"4/1/2014";"10/24/2019";"Sachsen";"04229";"Leipzig";"";"";"";"";"14713000";"";"";"874";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/24/2019";"";"";"natürliche Person (ABR946368142610)";"ABR946368142610";"Volleinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL940857229233";"EEG982039976658";"";"4/1/2014";"";"";"";"";"";""
"SEE911362302902";"Technikraum";"In Betrieb";"Erdgas";"56";"50,4";"6/23/2016";"10/25/2019";"Sachsen";"04828";"Bennewitz";"Hauptstraße";"2a";"";"";"14729030";"51,358";"12,683";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"10/30/2019";"";"";"Firma";"ABR998635020626";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL911440304989";"";"";"";"";"KWK942300248075";"6/23/2016";"50";"81";""
"SEE907838643440";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"8,99";"8,99";"10/30/2019";"10/28/2019";"Sachsen";"04442";"Zwenkau";"";"";"";"";"14729430";"";"";"32";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/10/2020";"";"";"natürliche Person (ABR946998888711)";"ABR946998888711";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL921432057878";"EEG957971854197";"E41081010000000000000000000310297";"10/30/2019";"";"";"";"";"";""
"SEE943852743421";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"4,96";"4,5";"10/22/2019";"10/25/2019";"Sachsen";"04416";"Markkleeberg";"";"";"";"";"14729260";"";"";"16";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/25/2019";"";"";"Heizungs-u. Sanitätechnik Höffl GmbH";"ABR988475001602";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL934597926910";"EEG971047810672";"";"10/22/2019";"";"";"";"";"";""
"SEE936906790533";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"10/22/2019";"10/25/2019";"Sachsen";"04416";"Markkleeberg";"";"";"";"";"14729260";"";"";"";"";"";"";"";"";"";"5";"";"";"10/25/2019";"";"";"Heizungs-u. Sanitätechnik Höffl GmbH";"ABR988475001602";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL925143768139";"EEG924056512808";"";"10/22/2019";"";"";"";"";"";""
"SEE964792620733";"Weihersonnenanlage";"In Betrieb";"Solare Strahlungsenergie";"7";"6,1";"10/24/2019";"10/25/2019";"Sachsen";"04523";"Pegau";"";"";"";"";"14729350";"";"";"1";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/7/2020";"";"";"natürliche Person (ABR913460175235)";"ABR913460175235";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL937663674760";"EEG977093445837";"E41081010000000000000000000289377";"10/24/2019";"";"";"";"";"";""
"SEE932427755228";"Weihersonnenbatterie";"In Betrieb";"Speicher";"3,87";"3,3";"10/24/2019";"10/25/2019";"Sachsen";"04523";"Pegau";"";"";"";"";"14729350";"";"";"";"";"";"";"";"";"";"3,87";"";"";"10/25/2019";"";"";"natürliche Person (ABR913460175235)";"ABR913460175235";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL985630349968";"EEG934625853058";"";"10/24/2019";"";"";"";"";"";""
"SEE974593250671";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"9/14/2019";"10/25/2019";"Sachsen";"04158";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"5";"";"";"10/25/2019";"";"";"natürliche Person (ABR986578837302)";"ABR986578837302";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL930622169222";"EEG909259621731";"";"9/14/2019";"";"";"";"";"";""
"SEE913206561612";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"8,64";"8,64";"1/28/2020";"1/28/2020";"Sachsen";"04849";"Kossa";"";"";"";"";"14730160";"";"";"27";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"1/28/2020";"";"";"natürliche Person (ABR957096578466)";"ABR957096578466";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL916858390432";"EEG978833752246";"";"1/28/2020";"";"";"";"";"";""
"SEE966193896953";"Speicher";"In Betrieb";"Speicher";"2,5";"2,5";"11/15/2017";"10/26/2019";"Sachsen";"04179";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"5";"";"";"10/26/2019";"";"";"natürliche Person (ABR956083119330)";"ABR956083119330";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL979933418636";"EEG931344991733";"";"11/15/2017";"";"";"";"";"";""
"SEE973383660935";"Viehmann Wellerswalde";"In Betrieb";"Solare Strahlungsenergie";"547,3";"520";"10/30/2018";"10/26/2019";"Sachsen";"04758";"Cavertitz";"";"";"Cavertitz";"392/2";"14730050";"51,347";"13,101";"1684";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/29/2019";"";"";"Christian Viehmann";"ABR915152129311";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Umspannebene Mittelspannung/Niederspannung";"SEL980276318262";"EEG936789562449";"E41081010000000000000000000279575";"10/30/2018";"";"";"";"";"";""
"SEE989751076338";"Alpha ESS T10";"In Betrieb";"Speicher";"9";"9";"10/7/2019";"10/27/2019";"Sachsen";"04564";"Böhlen";"";"";"";"";"14729040";"";"";"";"";"";"";"";"";"";"20,8";"";"";"10/27/2019";"";"";"Schlösser Haus-Vertrieb GmbH";"ABR975560765136";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL943842111056";"EEG987735068089";"";"10/7/2019";"";"";"";"";"";""
"SEE978514569866";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"3,72";"3,7";"10/24/2019";"10/28/2019";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"12";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/28/2019";"";"";"natürliche Person (ABR967865543533)";"ABR967865543533";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL977312773413";"EEG949082807889";"E41081010000000000000000000306147";"10/24/2019";"";"";"";"";"";""
"SEE949833247391";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"10/24/2019";"10/28/2019";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"5";"";"";"10/28/2019";"";"";"natürliche Person (ABR967865543533)";"ABR967865543533";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL951416452818";"EEG968462448795";"";"10/24/2019";"";"";"";"";"";""
"SEE908016138109";"Dachanlage";"In Betrieb";"Solare Strahlungsenergie";"6,3";"5,5";"10/24/2019";"10/28/2019";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10/28/2019";"";"";"natürliche Person (ABR954818578940)";"ABR954818578940";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL977815718461";"EEG982519896117";"";"10/24/2019";"";"";"";"";"";""
